"Piezo Voltage (V)";"Fine In 1 (V)";
77.018799;2.968118;
77.058014;2.967616;
77.097183;2.967178;
77.136398;2.966786;
77.175606;2.966339;
77.214806;2.965841;
77.254021;2.965520;
77.293228;2.965066;
77.332443;2.964617;
77.371628;2.964179;
77.410828;2.963804;
77.450035;2.963423;
77.489250;2.963052;
77.528450;2.962692;
77.567665;2.962245;
77.606873;2.961953;
77.646042;2.961588;
77.685257;2.961239;
77.724464;2.960957;
77.763680;2.960637;
77.802879;2.960307;
77.842094;2.960069;
77.881302;2.959795;
77.920479;2.959434;
77.959686;2.959311;
77.998894;2.958944;
78.038109;2.958730;
78.077309;2.958537;
78.116524;2.958283;
78.155731;2.958082;
78.194908;2.957809;
78.234116;2.957651;
78.273331;2.957427;
78.312538;2.957294;
78.351753;2.957030;
78.390953;2.956856;
78.430161;2.956669;
78.469337;2.956377;
78.508545;2.956204;
78.547760;2.956042;
78.586967;2.955869;
78.626183;2.955640;
78.665382;2.955391;
78.704597;2.955169;
78.743767;2.954995;
78.783005;2.954695;
78.822189;2.954397;
78.861397;2.954224;
78.900612;2.953873;
78.939812;2.953628;
78.979027;2.953324;
79.018196;2.952974;
79.057411;2.952683;
79.096619;2.952349;
79.135834;2.952050;
79.175041;2.951629;
79.214241;2.951245;
79.253456;2.950859;
79.292648;2.950473;
79.331841;2.950041;
79.371048;2.949620;
79.410263;2.949240;
79.449471;2.948739;
79.488686;2.948294;
79.527885;2.947818;
79.567062;2.947427;
79.606270;2.946892;
79.645477;2.946429;
79.684692;2.945871;
79.723900;2.945435;
79.763115;2.944928;
79.802315;2.944407;
79.841492;2.943927;
79.880707;2.943416;
79.919914;2.942940;
79.959122;2.942387;
79.998329;2.941882;
80.037544;2.941427;
80.076744;2.940950;
80.115921;2.940518;
80.155128;2.940005;
80.194344;2.939529;
80.233551;2.939137;
80.272766;2.938660;
80.311974;2.938209;
80.351189;2.937797;
80.390350;2.937440;
80.429558;2.937043;
80.468773;2.936641;
80.507980;2.936263;
80.547195;2.935905;
80.586403;2.935563;
80.625618;2.935249;
80.664780;2.934983;
80.704010;2.934598;
80.743202;2.934257;
80.782417;2.934053;
80.821625;2.933769;
80.860832;2.933556;
80.900047;2.933270;
80.939209;2.933084;
80.978424;2.932858;
81.017632;2.932648;
81.056847;2.932426;
81.096054;2.932256;
81.135269;2.932121;
81.174477;2.931901;
81.213661;2.931711;
81.252853;2.931513;
81.292061;2.931402;
81.331276;2.931232;
81.370483;2.931143;
81.409698;2.930911;
81.448906;2.930697;
81.488083;2.930524;
81.527283;2.930338;
81.566498;2.930066;
81.605705;2.929841;
81.644913;2.929690;
81.684128;2.929440;
81.723335;2.929201;
81.762512;2.928941;
81.801735;2.928739;
81.840927;2.928428;
81.880135;2.928143;
81.919350;2.927823;
81.958557;2.927594;
81.997772;2.927160;
82.036942;2.926858;
82.076141;2.926528;
82.115356;2.926179;
82.154564;2.925765;
82.193779;2.925307;
82.232986;2.925001;
82.272202;2.924484;
82.311371;2.924041;
82.350586;2.923686;
82.389786;2.923185;
82.428993;2.922735;
82.468208;2.922223;
82.507416;2.921753;
82.546631;2.921246;
82.585800;2.920812;
82.625015;2.920331;
82.664215;2.919856;
82.703430;2.919374;
82.742638;2.918845;
82.781853;2.918366;
82.821060;2.917913;
82.860229;2.917465;
82.899445;2.916957;
82.938644;2.916419;
82.977859;2.916027;
83.017067;2.915499;
83.056282;2.915049;
83.095490;2.914656;
83.134682;2.914209;
83.173874;2.913812;
83.213089;2.913398;
83.252289;2.913077;
83.291496;2.912647;
83.330711;2.912269;
83.369919;2.911920;
83.409096;2.911582;
83.448303;2.911259;
83.487518;2.910894;
83.526718;2.910658;
83.565933;2.910372;
83.605141;2.910096;
83.644348;2.909823;
83.683525;2.909555;
83.722748;2.909355;
83.761948;2.909100;
83.801147;2.908953;
83.840363;2.908749;
83.879570;2.908489;
83.918785;2.908349;
83.957954;2.908168;
83.997169;2.907943;
84.036377;2.907756;
84.075577;2.907664;
84.114792;2.907383;
84.153999;2.907293;
84.193214;2.907157;
84.232384;2.906979;
84.271599;2.906779;
84.310806;2.906601;
84.350021;2.906326;
84.389221;2.906132;
84.428436;2.905935;
84.467644;2.905670;
84.506813;2.905423;
84.546028;2.905201;
84.585236;2.904900;
84.624451;2.904705;
84.663651;2.904376;
84.702866;2.903983;
84.742073;2.903711;
84.781250;2.903364;
84.820457;2.903001;
84.859665;2.902574;
84.898880;2.902127;
84.938080;2.901718;
84.977295;2.901300;
85.016502;2.900860;
85.055702;2.900293;
85.094887;2.899828;
85.134102;2.899341;
85.173309;2.898872;
85.212524;2.898293;
85.251724;2.897772;
85.290932;2.897207;
