"Piezo Voltage (V)";"Fine In 1 (V)";
77.018723;3.206769;
77.057922;3.206323;
77.097107;3.205749;
77.136322;3.205209;
77.175529;3.204777;
77.214729;3.204194;
77.253944;3.203698;
77.293152;3.203310;
77.332329;3.202777;
77.371536;3.202169;
77.410751;3.201770;
77.449959;3.201156;
77.489174;3.200639;
77.528374;3.200141;
77.567589;3.199540;
77.606758;3.199053;
77.645973;3.198612;
77.685181;3.198010;
77.724388;3.197571;
77.763603;3.197067;
77.802803;3.196470;
77.842018;3.196107;
77.881187;3.195615;
77.920403;3.195118;
77.959610;3.194631;
77.998817;3.194210;
78.038033;3.193787;
78.077232;3.193291;
78.116447;3.192825;
78.155617;3.192421;
78.194832;3.192007;
78.234039;3.191544;
78.273254;3.191174;
78.312462;3.190803;
78.351677;3.190548;
78.390877;3.190196;
78.430046;3.189801;
78.469269;3.189477;
78.508469;3.189145;
78.547684;3.188884;
78.586891;3.188651;
78.626106;3.188312;
78.665306;3.187950;
78.704483;3.187696;
78.743690;3.187445;
78.782906;3.187172;
78.822113;3.186894;
78.861320;3.186572;
78.900536;3.186310;
78.939735;3.186059;
78.978935;3.185776;
79.018120;3.185534;
79.057335;3.185211;
79.096542;3.184976;
79.135757;3.184691;
79.174965;3.184377;
79.214165;3.184062;
79.253342;3.183731;
79.292549;3.183448;
79.331764;3.183133;
79.370972;3.182785;
79.410187;3.182461;
79.449394;3.182115;
79.488609;3.181779;
79.527771;3.181388;
79.567001;3.180912;
79.606194;3.180628;
79.645401;3.180207;
79.684616;3.179790;
79.723824;3.179400;
79.763039;3.178890;
79.802200;3.178412;
79.841415;3.177908;
79.880623;3.177451;
79.919838;3.176977;
79.959045;3.176435;
79.998260;3.175895;
80.037468;3.175328;
80.076630;3.174827;
80.115845;3.174292;
80.155052;3.173667;
80.194267;3.173138;
80.233475;3.172598;
80.272690;3.172033;
80.311897;3.171493;
80.351074;3.170882;
80.390274;3.170383;
80.429482;3.169807;
80.468697;3.169306;
80.507904;3.168701;
80.547119;3.168180;
80.586327;3.167664;
80.625504;3.167066;
80.664703;3.166556;
80.703918;3.166047;
80.743126;3.165560;
80.782341;3.165117;
80.821548;3.164572;
80.860756;3.164033;
80.899948;3.163636;
80.939133;3.163158;
80.978348;3.162672;
81.017555;3.162268;
81.056770;3.161806;
81.095978;3.161397;
81.135193;3.161100;
81.174362;3.160702;
81.213577;3.160267;
81.252777;3.159960;
81.291985;3.159610;
81.331200;3.159270;
81.370407;3.158985;
81.409622;3.158691;
81.448792;3.158412;
81.488022;3.158118;
81.527206;3.157840;
81.566422;3.157536;
81.605629;3.157304;
81.644836;3.157106;
81.684052;3.156749;
81.723221;3.156583;
81.762436;3.156296;
81.801636;3.156088;
81.840851;3.155888;
81.880058;3.155698;
81.919273;3.155468;
81.958481;3.155159;
81.997658;3.154922;
82.036865;3.154726;
82.076080;3.154491;
82.115280;3.154129;
82.154488;3.153922;
82.193703;3.153657;
82.232910;3.153284;
82.272087;3.152958;
82.311295;3.152703;
82.350510;3.152348;
82.389709;3.152013;
82.428925;3.151670;
82.468132;3.151303;
82.507339;3.150913;
82.546516;3.150481;
82.585724;3.149994;
82.624939;3.149601;
82.664139;3.149191;
82.703354;3.148721;
82.742561;3.148261;
82.781776;3.147759;
82.820961;3.147223;
82.860153;3.146683;
82.899368;3.146222;
82.938568;3.145680;
82.977783;3.145175;
83.016991;3.144586;
83.056206;3.144033;
83.095375;3.143478;
83.134590;3.143021;
83.173798;3.142466;
83.213013;3.141941;
83.252213;3.141320;
83.291420;3.140879;
83.330635;3.140343;
83.369804;3.139731;
83.409035;3.139269;
83.448227;3.138653;
83.487442;3.138129;
83.526642;3.137715;
83.565857;3.137198;
83.605064;3.136722;
83.644234;3.136233;
83.683449;3.135746;
83.722656;3.135349;
83.761871;3.134859;
83.801071;3.134429;
83.840286;3.134072;
83.879494;3.133631;
83.918671;3.133344;
83.957878;3.132964;
83.997093;3.132648;
84.036301;3.132363;
84.075516;3.132077;
84.114716;3.131779;
84.153923;3.131491;
84.193100;3.131236;
84.232307;3.131008;
84.271523;3.130665;
84.310730;3.130449;
84.349945;3.130269;
84.389145;3.130063;
84.428360;3.129853;
84.467529;3.129597;
84.506737;3.129367;
84.545952;3.129162;
84.585159;3.128997;
84.624374;3.128805;
84.663574;3.128651;
84.702789;3.128442;
84.741966;3.128181;
84.781174;3.127930;
84.820381;3.127704;
84.859589;3.127408;
84.898804;3.127177;
84.938004;3.126949;
84.977219;3.126615;
85.016388;3.126386;
85.055603;3.125992;
85.094810;3.125700;
85.134026;3.125344;
85.173233;3.125002;
85.212448;3.124636;
85.251648;3.124201;
85.290817;3.123848;
85.330055;3.123448;
85.369240;3.122958;
85.408455;3.122563;
85.447662;3.122111;
85.486877;3.121662;
85.526077;3.121154;
85.565254;3.120683;
85.604462;3.120144;
85.643677;3.119630;
85.682884;3.119063;
85.722092;3.118605;
85.761307;3.117951;
85.800507;3.117362;
85.839699;3.116914;
85.878891;3.116326;
85.918106;3.115768;
85.957314;3.115190;
85.996529;3.114652;
86.035736;3.114142;
86.074936;3.113640;
86.114113;3.112995;
86.153320;3.112458;
86.192535;3.111991;
86.231743;3.111418;
86.270958;3.110880;
86.310165;3.110289;
86.349380;3.109845;
86.388542;3.109341;
86.427757;3.108971;
86.466965;3.108436;
86.506180;3.107976;
86.545387;3.107619;
86.584595;3.107189;
86.623810;3.106708;
86.662971;3.106306;
86.702187;3.105946;
86.741394;3.105543;
86.780609;3.105191;
86.819817;3.104886;
86.859032;3.104519;
86.898239;3.104109;
86.937401;3.103808;
86.976616;3.103506;
87.015823;3.103188;
87.055038;3.102838;
87.094246;3.102639;
87.133461;3.102303;
87.172668;3.101965;
87.211845;3.101724;
87.251068;3.101447;
87.290253;3.101163;
87.329468;3.100858;
87.368675;3.100541;
87.407890;3.100306;
87.447098;3.100004;
87.486275;3.099619;
87.525475;3.099334;
87.564690;3.098930;
87.603897;3.098636;
87.643112;3.098260;
87.682320;3.097861;
87.721527;3.097479;
87.760719;3.097023;
87.799904;3.096584;
87.839119;3.096093;
87.878326;3.095657;
87.917542;3.095201;
87.956749;3.094633;
87.995964;3.094142;
88.035133;3.093609;
88.074348;3.092995;
88.113548;3.092537;
88.152756;3.091953;
88.191971;3.091367;
88.231178;3.090749;
88.270393;3.090103;
88.309563;3.089565;
88.348778;3.088988;
88.387978;3.088363;
88.427193;3.087739;
88.466400;3.087145;
88.505615;3.086471;
88.544823;3.085881;
88.583992;3.085291;
88.623207;3.084644;
88.662407;3.084041;
88.701622;3.083395;
88.740829;3.082788;
88.780045;3.082210;
88.819252;3.081651;
88.858429;3.081103;
88.897636;3.080552;
88.936836;3.079990;
88.976051;3.079408;
89.015259;3.078889;
89.054474;3.078440;
89.093681;3.077971;
89.132858;3.077484;
89.172073;3.076986;
89.211281;3.076668;
89.250481;3.076280;
89.289688;3.075875;
89.328903;3.075421;
89.368111;3.075063;
89.407288;3.074730;
89.446495;3.074362;
89.485710;3.074070;
89.524910;3.073791;
89.564125;3.073456;
89.603333;3.073124;
89.642548;3.072939;
89.681732;3.072545;
89.720924;3.072361;
89.760139;3.072186;
89.799339;3.071901;
89.838554;3.071607;
89.877762;3.071384;
89.916977;3.071215;
89.956146;3.071047;
89.995361;3.070806;
90.034569;3.070543;
90.073784;3.070305;
90.112984;3.070169;
90.152191;3.069871;
90.191406;3.069545;
90.230576;3.069260;
90.269798;3.069037;
90.308998;3.068723;
90.348213;3.068436;
90.387421;3.068118;
90.426636;3.067768;
90.465836;3.067455;
90.505005;3.067045;
90.544220;3.066657;
90.583427;3.066255;
90.622643;3.065861;
90.661850;3.065410;
90.701065;3.064949;
90.740265;3.064395;
90.779442;3.064022;
90.818649;3.063509;
90.857864;3.063022;
90.897072;3.062518;
90.936279;3.061950;
90.975494;3.061468;
91.014694;3.060862;
91.053871;3.060395;
91.093079;3.059824;
91.132294;3.059227;
91.171501;3.058648;
91.210716;3.058103;
91.249924;3.057588;
91.289139;3.057117;
91.328300;3.056446;
91.367508;3.055994;
91.406723;3.055422;
91.445930;3.054972;
91.485146;3.054434;
91.524353;3.054008;
91.563568;3.053373;
91.602753;3.052942;
91.641945;3.052512;
91.681152;3.052034;
91.720360;3.051635;
91.759575;3.051208;
91.798782;3.050804;
91.837997;3.050379;
91.877159;3.050061;
91.916374;3.049682;
91.955582;3.049353;
91.994797;3.049037;
92.034004;3.048712;
92.073219;3.048394;
92.112427;3.048033;
92.151588;3.047810;
92.190819;3.047575;
92.230011;3.047218;
92.269226;3.046997;
92.308434;3.046718;
92.347649;3.046468;
92.386856;3.046172;
92.426033;3.045941;
92.465233;3.045697;
92.504448;3.045407;
92.543655;3.045142;
92.582863;3.044876;
92.622078;3.044590;
92.661285;3.044292;
92.700462;3.044020;
92.739662;3.043751;
92.778877;3.043411;
92.818085;3.042953;
92.857300;3.042608;
92.896507;3.042185;
