"Piezo Voltage (V)";"Fine In 1 (V)";
77.018990;3.019466;
77.058205;3.018883;
77.097412;3.018391;
77.136589;3.018114;
77.175797;3.017798;
77.214996;3.017399;
77.254211;3.017223;
77.293419;3.016937;
77.332634;3.016605;
77.371841;3.016319;
77.411018;3.016151;
77.450226;3.015802;
77.489441;3.015478;
77.528641;3.015246;
77.567848;3.014908;
77.607063;3.014632;
77.646271;3.014300;
77.685448;3.013951;
77.724655;3.013686;
77.763870;3.013335;
77.803070;3.012958;
77.842285;3.012618;
77.881493;3.012217;
77.920708;3.011853;
77.959877;3.011535;
77.999084;3.011113;
78.038300;3.010700;
78.077499;3.010236;
78.116714;3.009812;
78.155922;3.009301;
78.195137;3.008841;
78.234322;3.008446;
78.273521;3.007905;
78.312729;3.007431;
78.351929;3.006934;
78.391144;3.006411;
78.430351;3.005898;
78.469566;3.005399;
78.508736;3.004887;
78.547951;3.004363;
78.587158;3.003801;
78.626373;3.003284;
78.665573;3.002721;
78.704788;3.002180;
78.743996;3.001569;
78.783165;3.001061;
78.822388;3.000535;
78.861588;2.999944;
78.900803;2.999435;
78.940002;2.998909;
78.979218;2.998354;
79.018425;2.997839;
79.057602;2.997314;
79.096809;2.996780;
79.136024;2.996237;
79.175232;2.995807;
79.214432;2.995332;
79.253647;2.994744;
79.292854;2.994391;
79.332031;2.993858;
79.371239;2.993410;
79.410454;2.993016;
79.449661;2.992527;
79.488876;2.992179;
79.528076;2.991822;
79.567291;2.991416;
79.606461;2.991019;
79.645668;2.990663;
79.684883;2.990300;
79.724091;2.989967;
79.763306;2.989609;
79.802505;2.989254;
79.841721;2.988967;
79.880890;2.988715;
79.920105;2.988392;
79.959312;2.988067;
79.998520;2.987798;
80.037735;2.987583;
80.076935;2.987257;
80.116150;2.987036;
80.155342;2.986732;
80.194534;2.986517;
80.233742;2.986364;
80.272957;2.986058;
80.312164;2.985741;
80.351379;2.985497;
80.390579;2.985219;
80.429749;2.984949;
80.468964;2.984705;
80.508171;2.984437;
80.547386;2.984190;
80.586594;2.983868;
80.625809;2.983635;
80.665009;2.983320;
80.704185;2.983023;
80.743416;2.982663;
80.782600;2.982430;
80.821815;2.981983;
80.861023;2.981635;
80.900238;2.981269;
80.939438;2.980815;
80.978615;2.980450;
81.017822;2.980072;
81.057037;2.979541;
81.096245;2.979256;
81.135460;2.978732;
81.174667;2.978254;
81.213867;2.977766;
81.253044;2.977316;
81.292252;2.976747;
81.331467;2.976316;
81.370674;2.975793;
81.409889;2.975300;
81.449097;2.974733;
81.488312;2.974227;
81.527473;2.973669;
81.566689;2.973165;
81.605896;2.972586;
81.645103;2.971972;
81.684319;2.971539;
81.723526;2.970965;
81.762741;2.970376;
81.801903;2.969883;
81.841118;2.969343;
81.880325;2.968790;
81.919540;2.968216;
81.958748;2.967752;
81.997955;2.967173;
82.037170;2.966694;
82.076347;2.966202;
82.115547;2.965743;
82.154755;2.965261;
82.193970;2.964834;
82.233177;2.964350;
82.272392;2.963907;
82.311600;2.963595;
82.350777;2.963178;
82.389977;2.962756;
82.429184;2.962371;
82.468399;2.962100;
82.507607;2.961665;
82.546822;2.961402;
82.586029;2.961063;
82.625206;2.960789;
82.664429;2.960491;
82.703621;2.960160;
82.742828;2.959905;
82.782043;2.959693;
82.821251;2.959458;
82.860458;2.959203;
82.899635;2.958995;
82.938835;2.958777;
82.978050;2.958547;
83.017258;2.958315;
83.056473;2.958053;
83.095680;2.957886;
83.134895;2.957647;
83.174065;2.957446;
83.213264;2.957210;
83.252480;2.956939;
83.291687;2.956678;
83.330902;2.956532;
83.370110;2.956239;
83.409325;2.955990;
83.448494;2.955689;
83.487709;2.955396;
83.526909;2.955025;
