"Piezo Voltage (V)";"Fine In 1 (V)";
77.018990;3.184493;
77.058205;3.183990;
77.097412;3.183512;
77.136627;3.182992;
77.175797;3.182560;
77.214996;3.181940;
77.254211;3.181529;
77.293419;3.181060;
77.332634;3.180486;
77.371841;3.179897;
77.411057;3.179406;
77.450226;3.178838;
77.489441;3.178360;
77.528641;3.177837;
77.567848;3.177284;
77.607063;3.176841;
77.646271;3.176281;
77.685486;3.175735;
77.724655;3.175236;
77.763870;3.174740;
77.803070;3.174246;
77.842285;3.173738;
77.881493;3.173335;
77.920708;3.172763;
77.959915;3.172277;
77.999084;3.171852;
78.038300;3.171398;
78.077499;3.170955;
78.116714;3.170493;
78.155922;3.170043;
78.195137;3.169708;
78.234344;3.169308;
78.273521;3.168893;
78.312744;3.168499;
78.351929;3.168118;
78.391144;3.167751;
78.430351;3.167377;
78.469566;3.167096;
78.508774;3.166721;
78.547951;3.166425;
78.587158;3.166101;
78.626373;3.165836;
78.665573;3.165440;
78.704788;3.165191;
78.743996;3.164885;
78.783203;3.164591;
78.822388;3.164322;
78.861588;3.164051;
78.900803;3.163851;
78.940002;3.163582;
78.979218;3.163287;
79.018425;3.163035;
79.057640;3.162833;
79.096809;3.162539;
79.136024;3.162273;
79.175232;3.161995;
79.214432;3.161710;
79.253647;3.161538;
79.292854;3.161176;
79.332069;3.160908;
79.371239;3.160706;
79.410454;3.160408;
79.449661;3.160054;
79.488876;3.159736;
79.528076;3.159430;
79.567291;3.158994;
79.606499;3.158668;
79.645668;3.158329;
79.684883;3.157946;
79.724091;3.157600;
79.763306;3.157179;
79.802505;3.156770;
79.841721;3.156364;
79.880928;3.155881;
79.920105;3.155467;
79.959312;3.155025;
79.998520;3.154590;
80.037735;3.154039;
80.076935;3.153589;
80.116150;3.153069;
80.155357;3.152602;
80.194534;3.152049;
80.233749;3.151458;
80.272957;3.150970;
80.312164;3.150441;
80.351379;3.149899;
80.390579;3.149354;
80.429787;3.148823;
80.468964;3.148254;
80.508171;3.147670;
80.547386;3.147213;
80.586594;3.146735;
80.625809;3.146105;
80.665009;3.145672;
80.704224;3.145141;
80.743416;3.144603;
80.782600;3.144105;
80.821815;3.143504;
