"Piezo Voltage (V)";"Fine In 1 (V)";
77.018913;2.968521;
77.058128;2.967852;
77.097336;2.967419;
77.136513;2.967173;
77.175720;2.966924;
77.214920;2.966552;
77.254135;2.966371;
77.293343;2.966227;
77.332558;2.965893;
77.371765;2.965599;
77.410942;2.965360;
77.450150;2.965142;
77.489365;2.964798;
77.528564;2.964544;
77.567772;2.964203;
77.606987;2.963881;
77.646194;2.963627;
77.685371;2.963242;
77.724579;2.962924;
77.763794;2.962609;
77.802994;2.962223;
77.842209;2.961833;
77.881416;2.961447;
77.920631;2.961007;
77.959801;2.960667;
77.999008;2.960224;
78.038223;2.959777;
78.077423;2.959322;
78.116638;2.958874;
78.155846;2.958392;
78.195061;2.957916;
78.234230;2.957509;
78.273445;2.957031;
78.312653;2.956486;
78.351868;2.955961;
78.391068;2.955453;
78.430275;2.954994;
78.469490;2.954464;
78.508675;2.953931;
78.547874;2.953455;
78.587082;2.952960;
78.626297;2.952459;
78.665497;2.951889;
78.704712;2.951419;
78.743919;2.950895;
78.783089;2.950432;
78.822304;2.950005;
78.861511;2.949420;
78.900726;2.949037;
78.939926;2.948571;
78.979141;2.948091;
79.018349;2.947690;
79.057526;2.947173;
79.096733;2.946735;
79.135948;2.946297;
79.175156;2.945898;
79.214355;2.945566;
79.253571;2.945125;
79.292778;2.944791;
79.331955;2.944492;
79.371162;2.944100;
79.410378;2.943769;
79.449585;2.943404;
79.488800;2.943140;
79.528000;2.942921;
79.567215;2.942540;
79.606384;2.942330;
79.645592;2.942050;
79.684807;2.941755;
79.724014;2.941559;
79.763229;2.941373;
79.802429;2.941089;
79.841644;2.940870;
79.880814;2.940710;
79.920029;2.940451;
79.959236;2.940184;
79.998444;2.939959;
80.037659;2.939754;
80.076859;2.939538;
80.116074;2.939313;
80.155243;2.939057;
80.194458;2.938860;
80.233665;2.938610;
80.272881;2.938349;
80.312088;2.938162;
80.351303;2.937882;
80.390503;2.937553;
80.429695;2.937259;
80.468887;2.936956;
80.508095;2.936668;
80.547310;2.936299;
80.586517;2.936012;
80.625732;2.935670;
80.664932;2.935211;
80.704109;2.934863;
80.743317;2.934432;
80.782532;2.934059;
80.821739;2.933687;
80.860947;2.933198;
