"Piezo Voltage (V)";"Fine In 1 (V)";
77.018799;2.987112;
77.058014;2.986672;
77.097221;2.986123;
77.136436;2.985698;
77.175644;2.985290;
77.214844;2.984802;
77.254021;2.984337;
77.293228;2.983914;
77.332443;2.983433;
77.371651;2.982920;
77.410866;2.982537;
77.450073;2.981933;
77.489288;2.981462;
77.528473;2.980960;
77.567665;2.980504;
77.606873;2.979966;
77.646080;2.979454;
77.685295;2.978909;
77.724503;2.978440;
77.763718;2.977879;
77.802879;2.977353;
77.842094;2.976868;
77.881302;2.976342;
77.920517;2.975771;
77.959724;2.975240;
77.998932;2.974742;
78.038147;2.974196;
78.077309;2.973703;
78.116539;2.973246;
78.155731;2.972721;
78.194946;2.972267;
78.234154;2.971745;
78.273369;2.971357;
78.312576;2.970868;
78.351753;2.970403;
78.390953;2.969969;
78.430161;2.969554;
78.469376;2.969181;
78.508583;2.968769;
78.547798;2.968415;
78.587006;2.967966;
78.626183;2.967625;
78.665382;2.967217;
78.704597;2.966963;
78.743805;2.966624;
78.783020;2.966304;
78.822227;2.965969;
78.861435;2.965668;
78.900612;2.965336;
78.939812;2.965113;
78.979027;2.964853;
79.018234;2.964591;
79.057449;2.964271;
79.096657;2.964015;
79.135872;2.963693;
79.175041;2.963482;
79.214241;2.963276;
79.253456;2.963099;
79.292664;2.962753;
79.331879;2.962517;
79.371086;2.962326;
79.410301;2.962028;
79.449486;2.961769;
79.488686;2.961573;
79.527885;2.961273;
79.567101;2.961030;
79.606308;2.960749;
79.645515;2.960490;
79.684731;2.960145;
79.723900;2.959880;
79.763115;2.959538;
79.802315;2.959292;
79.841530;2.958909;
79.880737;2.958538;
79.919952;2.958191;
79.959160;2.957777;
79.998329;2.957399;
80.037560;2.957006;
80.076744;2.956551;
80.115959;2.956191;
80.155167;2.955712;
80.194382;2.955223;
80.233589;2.954788;
80.272766;2.954359;
80.311974;2.953827;
80.351189;2.953322;
80.390388;2.952887;
80.429596;2.952387;
80.468811;2.951832;
80.508018;2.951384;
80.547195;2.950843;
80.586403;2.950293;
80.625618;2.949738;
80.664818;2.949172;
