3.226072388e+002;-7.919888012e-003
3.227119141e+002;1.076380815e-002
3.228166199e+002;1.851995476e-002
3.229213257e+002;-1.064315718e-002
3.230260315e+002;-7.782000583e-003
3.231307373e+002;8.729973808e-003
3.232354736e+002;9.591768496e-003
3.233402100e+002;-8.712737821e-003
3.234449463e+002;-7.506226655e-003
3.235497131e+002;1.024673134e-002
3.236544800e+002;1.445228700e-002
3.237592468e+002;-8.161189966e-003
3.238640442e+002;-1.129812002e-002
3.239688416e+002;8.281840943e-003
3.240736389e+002;1.452123001e-002
3.241784363e+002;-1.140153594e-002
3.242832642e+002;-9.677947499e-003
3.243880920e+002;1.210820675e-002
3.244929504e+002;2.341494523e-002
3.245977783e+002;-9.919249453e-003
3.247026367e+002;-5.368977319e-003
3.248075256e+002;9.074691683e-003
3.249123840e+002;1.958858036e-002
3.250172729e+002;-1.250463258e-002
3.251221619e+002;-4.782957025e-003
3.252270813e+002;8.971276693e-003
3.253320007e+002;1.879572868e-002
3.254369202e+002;-9.540060535e-003
3.255418396e+002;-1.005713735e-002
3.256467896e+002;5.903289653e-003
3.257517395e+002;1.652059332e-002
3.258567200e+002;-1.391797420e-002
3.259616699e+002;-6.782319397e-003
3.260666504e+002;3.076604800e-003
3.261716614e+002;1.955410838e-002
3.262766418e+002;-1.243568864e-002
3.263816528e+002;-8.747209795e-003
3.264866638e+002;1.172901783e-002
3.265917053e+002;1.372838020e-002
3.266967468e+002;-1.178072486e-002
3.268017883e+002;-7.540698163e-003
3.269068298e+002;1.221162174e-002
3.270119019e+002;1.889914460e-002
3.271169739e+002;-1.240121666e-002
3.272220459e+002;-6.437601987e-003
3.273271484e+002;4.834664986e-003
3.274322510e+002;1.445228700e-002
3.275373535e+002;-8.678266779e-003
3.276424561e+002;-6.816791371e-003
3.277475891e+002;1.286658552e-002
3.278527222e+002;1.259081159e-002
3.279578857e+002;-1.357325725e-002
3.280630188e+002;-5.541335791e-003
3.281681824e+002;8.006067015e-003
3.282733765e+002;1.776157692e-002
3.283785400e+002;-1.026396733e-002
3.284837341e+002;-7.644113619e-003
3.285889587e+002;1.179796085e-002
3.286941528e+002;1.834759675e-002
3.287993774e+002;-1.147047896e-002
3.289046021e+002;-8.540379815e-003
3.290098572e+002;9.040219709e-003
3.291150818e+002;1.231503766e-002
3.292203369e+002;-7.333867718e-003
3.293256226e+002;-8.540379815e-003
3.294308777e+002;1.493489183e-002
3.295361633e+002;1.545196772e-002
3.296414795e+002;-1.398691814e-002
3.297467651e+002;-9.953721426e-003
3.298520813e+002;9.212578647e-003
3.299573975e+002;1.076380815e-002
3.300627441e+002;-9.057455696e-003
