3.226072388e+002;-8.423358202e-003
3.227119141e+002;7.785355207e-003
3.228166199e+002;1.875210181e-002
3.229213257e+002;-1.104434114e-002
3.230260315e+002;-8.009518497e-003
3.231307373e+002;9.785579517e-003
3.232354736e+002;1.133747771e-002
3.233402100e+002;-8.354384452e-003
3.234449463e+002;-6.285187323e-003
3.235497131e+002;1.199272368e-002
3.236544800e+002;1.551035885e-002
3.237592468e+002;-9.320010431e-003
3.238640442e+002;-6.871459540e-003
3.239688416e+002;1.016493235e-002
3.240736389e+002;1.575176604e-002
3.241784363e+002;-7.319785655e-003
3.242832642e+002;-8.630277589e-003
3.243880920e+002;1.261348277e-002
3.244929504e+002;2.189038508e-002
3.245977783e+002;-1.066498831e-002
3.247026367e+002;-6.836973131e-003
3.248075256e+002;9.233793244e-003
3.249123840e+002;1.923491433e-002
3.250172729e+002;-1.100985426e-002
3.251221619e+002;-4.664315842e-003
3.252270813e+002;1.150991023e-002
3.253320007e+002;1.885556057e-002
3.254369202e+002;-7.009406108e-003
3.255418396e+002;-7.319785655e-003
3.256467896e+002;8.475087583e-003
3.257517395e+002;1.613111794e-002
3.258567200e+002;-1.156164054e-002
3.259616699e+002;-7.975031622e-003
3.260666504e+002;2.853768179e-003
3.261716614e+002;1.930388808e-002
3.262766418e+002;-1.076844800e-002
3.263816528e+002;-7.595678791e-003
3.264866638e+002;1.440678723e-002
3.265917053e+002;1.319975499e-002
3.266967468e+002;-1.135472115e-002
3.268017883e+002;-7.078379393e-003
3.269068298e+002;1.447576005e-002
3.270119019e+002;1.906248182e-002
3.271169739e+002;-1.045806892e-002
3.272220459e+002;-7.595678791e-003
3.273271484e+002;5.819617771e-003
3.274322510e+002;1.564830542e-002
3.275373535e+002;-8.388871327e-003
3.276424561e+002;-3.457284067e-003
3.277475891e+002;1.347564813e-002
3.278527222e+002;1.699328423e-002
3.279578857e+002;-1.138920709e-002
3.280630188e+002;-7.595678791e-003
3.281681824e+002;7.612922229e-003
3.282733765e+002;1.695879735e-002
3.283785400e+002;-9.251036681e-003
3.284837341e+002;-6.630053278e-003
3.285889587e+002;1.502754632e-002
3.286941528e+002;1.668290421e-002
3.287993774e+002;-1.352737844e-002
3.289046021e+002;-6.492106710e-003
3.290098572e+002;1.030287892e-002
3.291150818e+002;1.175131742e-002
3.292203369e+002;-1.025114860e-002
3.293256226e+002;-8.112978190e-003
3.294308777e+002;1.399294753e-002
3.295361633e+002;1.826928928e-002
3.296414795e+002;-1.269969903e-002
