"Piezo Voltage (V)";"Fine In 1 (V)";
80.118881;2.727765;
80.158096;2.727123;
80.197304;2.726781;
80.236519;2.726545;
80.275681;2.726280;
80.314888;2.725968;
80.354103;2.725668;
80.393311;2.725518;
80.432526;2.725192;
80.471733;2.724920;
80.510948;2.724718;
80.550110;2.724386;
80.589325;2.724118;
80.628532;2.723896;
80.667740;2.723589;
80.706955;2.723219;
80.746162;2.722962;
80.785378;2.722616;
80.824554;2.722238;
80.863754;2.721860;
80.902962;2.721529;
80.942177;2.721135;
80.981384;2.720797;
81.020599;2.720312;
81.059807;2.720045;
81.098969;2.719551;
81.138184;2.719158;
81.177391;2.718714;
81.216606;2.718306;
81.255814;2.717860;
81.295029;2.717422;
81.334236;2.716959;
81.373413;2.716481;
81.412613;2.715995;
81.451828;2.715534;
81.491035;2.714981;
81.530243;2.714590;
81.569458;2.713989;
81.608665;2.713530;
81.647842;2.713063;
81.687042;2.712532;
81.726257;2.712075;
81.765465;2.711510;
81.804680;2.711074;
81.843887;2.710622;
81.883095;2.710095;
81.922272;2.709617;
81.961472;2.709141;
82.000687;2.708575;
82.039894;2.708233;
82.079109;2.707702;
82.118317;2.707303;
82.157532;2.706883;
82.196701;2.706463;
82.235916;2.706015;
82.275116;2.705597;
82.314323;2.705178;
82.353539;2.704770;
82.392746;2.704349;
82.431961;2.704081;
82.471130;2.703634;
82.510345;2.703366;
82.549545;2.702990;
82.588760;2.702697;
82.627968;2.702309;
82.667183;2.702023;
82.706390;2.701646;
82.745560;2.701465;
82.784775;2.701170;
82.823975;2.700922;
82.863190;2.700546;
82.902397;2.700298;
82.941612;2.700107;
82.980820;2.699890;
83.019997;2.699681;
83.059204;2.699339;
83.098404;2.699169;
83.137619;2.698842;
83.176826;2.698643;
83.216042;2.698421;
83.255249;2.698156;
83.294426;2.697963;
83.333633;2.697752;
83.372849;2.697435;
83.412048;2.697211;
83.451263;2.696955;
83.490471;2.696667;
83.529678;2.696371;
83.568855;2.696066;
83.608063;2.695715;
83.647278;2.695504;
83.686478;2.695170;
83.725693;2.694872;
83.764900;2.694451;
83.804115;2.694122;
83.843292;2.693785;
83.882500;2.693378;
83.921707;2.692982;
83.960907;2.692621;
84.000122;2.692143;
84.039330;2.691791;
84.078545;2.691307;
84.117714;2.690834;
84.156929;2.690399;
84.196136;2.689924;
84.235352;2.689443;
84.274551;2.688960;
84.313759;2.688546;
84.352974;2.687926;
84.392143;2.687476;
84.431358;2.686934;
84.470566;2.686452;
84.509781;2.685945;
84.548981;2.685375;
84.588196;2.684883;
84.627403;2.684398;
84.666580;2.683802;
84.705788;2.683343;
84.744995;2.682782;
84.784210;2.682353;
84.823410;2.681779;
84.862625;2.681314;
84.901833;2.680754;
84.941010;2.680312;
