"Piezo Voltage (V)";"Fine In 1 (V)";
80.118843;2.645464;
80.158058;2.645087;
80.197266;2.644608;
80.236481;2.644243;
80.275681;2.643930;
80.314888;2.643545;
80.354065;2.643180;
80.393272;2.642946;
80.432487;2.642513;
80.471695;2.642251;
80.510910;2.641938;
80.550110;2.641533;
80.589325;2.641273;
80.628494;2.641025;
80.667709;2.640695;
80.706917;2.640300;
80.746124;2.640074;
80.785339;2.639778;
80.824539;2.639514;
80.863754;2.639229;
80.902924;2.638908;
80.942139;2.638637;
80.981346;2.638333;
81.020561;2.638029;
81.059769;2.637772;
81.098969;2.637472;
81.138184;2.637187;
81.177361;2.636914;
81.216568;2.636579;
81.255775;2.636303;
81.294991;2.635944;
81.334198;2.635604;
81.373413;2.635364;
81.412613;2.634971;
81.451790;2.634657;
81.490997;2.634309;
81.530205;2.633928;
81.569420;2.633533;
81.608627;2.633147;
81.647842;2.632747;
81.687042;2.632343;
81.726219;2.631959;
81.765427;2.631459;
81.804642;2.630972;
81.843849;2.630594;
81.883057;2.630148;
81.922272;2.629656;
81.961472;2.629134;
82.000664;2.628736;
82.039856;2.628147;
82.079071;2.627678;
82.118279;2.627207;
82.157494;2.626573;
82.196701;2.626135;
82.235916;2.625631;
82.275078;2.624997;
82.314285;2.624446;
82.353500;2.623955;
82.392708;2.623329;
82.431923;2.622824;
82.471130;2.622252;
82.510345;2.621721;
82.549507;2.621180;
82.588722;2.620661;
82.627930;2.620063;
82.667145;2.619573;
82.706352;2.619010;
82.745560;2.618490;
82.784775;2.617987;
82.823936;2.617418;
82.863152;2.616935;
82.902359;2.616418;
82.941574;2.615951;
82.980782;2.615466;
83.019997;2.615026;
83.059204;2.614550;
83.098389;2.614061;
83.137581;2.613624;
83.176788;2.613220;
83.216003;2.612804;
83.255211;2.612318;
83.294426;2.611926;
83.333633;2.611595;
83.372810;2.611166;
83.412010;2.610837;
83.451225;2.610442;
83.490433;2.610042;
83.529640;2.609753;
83.568855;2.609411;
83.608063;2.609067;
83.647240;2.608716;
83.686440;2.608410;
83.725655;2.608133;
83.764862;2.607851;
83.804077;2.607509;
83.843285;2.607263;
83.882500;2.606935;
83.921669;2.606608;
83.960869;2.606342;
84.000084;2.606042;
84.039291;2.605729;
84.078506;2.605475;
84.117714;2.605077;
84.156929;2.604776;
84.196098;2.604529;
