"Piezo Voltage (V)";"Fine In 1 (V)";
85.728088;2.879740;
85.752617;2.879336;
85.777115;2.879088;
85.801605;2.878933;
85.826103;2.878834;
85.850624;2.878720;
85.875114;2.878695;
85.899597;2.878613;
85.924118;2.878456;
85.948624;2.878358;
85.973106;2.878385;
85.997612;2.878250;
86.022133;2.878119;
86.046623;2.878076;
86.071106;2.877980;
86.095627;2.877772;
86.120132;2.877747;
86.144615;2.877656;
86.169121;2.877517;
86.193642;2.877450;
86.218132;2.877284;
86.242607;2.877146;
86.267136;2.877018;
86.291634;2.876856;
86.316124;2.876707;
86.340622;2.876599;
86.365150;2.876410;
86.389633;2.876254;
86.414116;2.876086;
86.438644;2.875888;
86.463142;2.875779;
86.487633;2.875596;
86.512131;2.875351;
86.536659;2.875201;
86.561142;2.875076;
86.585625;2.874797;
86.610153;2.874608;
86.634651;2.874435;
86.659134;2.874106;
86.683640;2.873870;
86.708160;2.873576;
86.732651;2.873289;
86.757133;2.873090;
86.781647;2.872808;
86.806160;2.872475;
86.830643;2.872191;
86.855148;2.871846;
86.879669;2.871607;
86.904160;2.871244;
86.928642;2.870952;
86.953156;2.870660;
86.977661;2.870310;
87.002151;2.869996;
87.026649;2.869611;
87.051178;2.869377;
87.075661;2.868890;
87.100136;2.868639;
87.124664;2.868193;
87.149170;2.867796;
87.173660;2.867425;
87.198158;2.867117;
87.222687;2.866701;
87.247169;2.866288;
87.271645;2.865989;
87.296173;2.865652;
87.320663;2.865214;
87.345169;2.864862;
87.369667;2.864500;
87.394188;2.864092;
87.418678;2.863613;
87.443153;2.863382;
87.467674;2.863001;
87.492165;2.862657;
87.516663;2.862218;
87.541183;2.861907;
87.565697;2.861408;
87.590187;2.861068;
87.614662;2.860739;
87.639183;2.860433;
87.663673;2.859964;
87.688171;2.859648;
87.712692;2.859254;
87.737206;2.858952;
87.761696;2.858523;
87.786163;2.858185;
87.810692;2.857922;
87.835175;2.857521;
87.859680;2.857163;
87.884193;2.856863;
87.908714;2.856556;
87.933189;2.856258;
87.957672;2.855889;
