"Piezo Voltage (V)";"Fine In 1 (V)";
87.607910;2.892532;
87.632492;2.892275;
87.657005;2.892003;
87.681587;2.891758;
87.706123;2.891545;
87.730682;2.891333;
87.755234;2.891157;
87.779793;2.890969;
87.804352;2.890704;
87.828880;2.890470;
87.853455;2.890378;
87.877991;2.890143;
87.902573;2.889935;
87.927109;2.889786;
87.951683;2.889568;
87.976219;2.889390;
88.000778;2.889183;
88.025314;2.889013;
88.049873;2.888861;
88.074432;2.888641;
88.098991;2.888449;
88.123558;2.888368;
88.148102;2.888134;
88.172653;2.887940;
88.197189;2.887733;
88.221764;2.887576;
88.246300;2.887391;
88.270882;2.887191;
88.295418;2.887008;
88.319992;2.886833;
88.344513;2.886659;
88.369072;2.886428;
88.393639;2.886309;
88.418182;2.886038;
88.442757;2.885866;
88.467300;2.885744;
88.491875;2.885545;
88.516380;2.885327;
88.540962;2.885187;
88.565498;2.885020;
88.590073;2.884741;
88.614609;2.884619;
88.639175;2.884447;
88.663727;2.884221;
88.688263;2.884072;
88.712837;2.883829;
88.737381;2.883600;
88.761955;2.883454;
88.786491;2.883300;
88.811066;2.883041;
88.835609;2.882817;
88.860153;2.882666;
88.884689;2.882440;
88.909271;2.882237;
88.933807;2.882067;
88.958366;2.881824;
88.982918;2.881569;
89.007477;2.881399;
89.032036;2.881165;
89.056572;2.881001;
89.081146;2.880704;
89.105690;2.880412;
89.130264;2.880203;
89.154800;2.879992;
89.179375;2.879718;
89.203888;2.879473;
89.228462;2.879268;
89.252998;2.879031;
89.277557;2.878750;
89.302116;2.878443;
89.326675;2.878244;
89.351250;2.877906;
89.375771;2.877615;
89.400345;2.877410;
89.424881;2.877121;
89.449455;2.876896;
89.473999;2.876592;
89.498573;2.876296;
89.523109;2.875977;
89.547661;2.875678;
89.572197;2.875466;
89.596756;2.875133;
89.621323;2.874935;
89.645866;2.874573;
89.670441;2.874305;
89.694984;2.874012;
89.719536;2.873687;
89.744080;2.873421;
89.768654;2.873187;
89.793190;2.872891;
89.817764;2.872547;
89.842308;2.872309;
89.866882;2.872015;
89.891388;2.871672;
89.915947;2.871433;
