"Piezo Voltage (V)";"Fine In 1 (V)";
80.118919;2.748777;
80.158134;2.748303;
80.197342;2.747905;
80.236557;2.747497;
80.275757;2.747027;
80.314964;2.746623;
80.354179;2.746180;
80.393364;2.745686;
80.432564;2.745207;
80.471771;2.744753;
80.510986;2.744391;
80.550186;2.743849;
80.589401;2.743389;
80.628609;2.742935;
80.667778;2.742452;
80.706993;2.741948;
80.746201;2.741477;
80.785416;2.741013;
80.824615;2.740608;
80.863831;2.740075;
80.903038;2.739573;
80.942215;2.739183;
80.981438;2.738768;
81.020638;2.738268;
81.059845;2.737824;
81.099045;2.737372;
81.138260;2.736901;
81.177467;2.736546;
81.216644;2.736089;
81.255852;2.735756;
81.295067;2.735250;
81.334274;2.734797;
81.373489;2.734448;
81.412689;2.734126;
81.451904;2.733758;
81.491074;2.733384;
81.530281;2.732977;
81.569496;2.732640;
81.608704;2.732397;
81.647919;2.732019;
81.687119;2.731714;
81.726334;2.731383;
81.765503;2.731165;
81.804718;2.730897;
81.843925;2.730633;
81.883133;2.730349;
81.922348;2.730092;
81.961548;2.729837;
82.000763;2.729584;
82.039932;2.729350;
82.079147;2.729070;
82.118355;2.728873;
82.157570;2.728590;
82.196777;2.728465;
82.235992;2.728172;
82.275192;2.727907;
82.314384;2.727742;
82.353577;2.727452;
82.392784;2.727238;
82.431999;2.726938;
82.471207;2.726702;
82.510422;2.726449;
82.549622;2.726117;
82.588799;2.725907;
82.628006;2.725562;
82.667221;2.725279;
82.706429;2.724996;
82.745636;2.724694;
82.784851;2.724379;
82.824051;2.724035;
82.863228;2.723629;
82.902458;2.723289;
82.941650;2.722935;
82.980858;2.722508;
83.020073;2.722159;
83.059280;2.721726;
83.098480;2.721281;
83.137657;2.720793;
83.176865;2.720394;
83.216080;2.719924;
83.255287;2.719498;
83.294502;2.719023;
83.333710;2.718515;
83.372925;2.718026;
83.412102;2.717582;
83.451302;2.716978;
83.490509;2.716510;
83.529716;2.715991;
83.568932;2.715485;
83.608139;2.714913;
83.647354;2.714434;
83.686516;2.713882;
83.725731;2.713382;
83.764938;2.712939;
83.804153;2.712349;
83.843361;2.711884;
83.882568;2.711332;
83.921783;2.710867;
83.960945;2.710390;
84.000160;2.709815;
84.039368;2.709399;
84.078583;2.708941;
84.117790;2.708504;
84.157005;2.708016;
84.196213;2.707522;
84.235397;2.707071;
84.274590;2.706649;
84.313797;2.706348;
84.353012;2.705870;
84.392220;2.705509;
84.431435;2.705133;
84.470642;2.704698;
84.509819;2.704316;
84.549019;2.704082;
84.588234;2.703753;
84.627441;2.703396;
84.666656;2.703091;
84.705864;2.702711;
84.745071;2.702469;
84.784248;2.702198;
84.823471;2.701937;
84.862663;2.701637;
84.901871;2.701427;
84.941086;2.701129;
84.980293;2.700855;
85.019508;2.700594;
85.058678;2.700422;
85.097878;2.700012;
85.137093;2.699868;
85.176300;2.699584;
85.215515;2.699371;
85.254723;2.699131;
85.293938;2.698927;
85.333115;2.698628;
85.372322;2.698306;
85.411522;2.698074;
85.450737;2.697737;
85.489944;2.697458;
85.529152;2.697117;
85.568367;2.696779;
85.607536;2.696523;
85.646751;2.696157;
85.685951;2.695811;
85.725166;2.695416;
85.764374;2.695053;
85.803589;2.694647;
85.842796;2.694172;
85.881973;2.693748;
85.921181;2.693379;
