"Piezo Voltage (V)";"Fine In 1 (V)";
87.607910;2.823018;
87.632469;2.822613;
87.657005;2.822321;
87.681587;2.822097;
87.706123;2.821902;
87.730682;2.821586;
87.755234;2.821355;
87.779793;2.821213;
87.804344;2.820945;
87.828880;2.820635;
87.853455;2.820505;
87.877991;2.820174;
87.902573;2.819932;
87.927109;2.819655;
87.951683;2.819395;
87.976204;2.819159;
88.000778;2.818921;
88.025314;2.818616;
88.049873;2.818357;
88.074432;2.818109;
88.098991;2.817875;
88.123558;2.817617;
88.148071;2.817299;
88.172653;2.817039;
88.197189;2.816793;
88.221764;2.816535;
88.246300;2.816154;
88.270882;2.815921;
88.295418;2.815581;
88.319977;2.815432;
88.344513;2.815067;
88.369072;2.814835;
88.393639;2.814558;
88.418182;2.814313;
88.442757;2.814087;
88.467300;2.813741;
88.491844;2.813547;
88.516380;2.813268;
88.540962;2.813003;
88.565498;2.812758;
88.590073;2.812510;
88.614609;2.812205;
88.639175;2.811966;
88.663704;2.811672;
88.688263;2.811447;
88.712837;2.811181;
88.737381;2.810980;
88.761955;2.810745;
88.786491;2.810455;
88.811066;2.810175;
88.835579;2.809984;
88.860153;2.809791;
88.884689;2.809487;
88.909271;2.809251;
88.933807;2.809036;
88.958366;2.808789;
88.982918;2.808584;
89.007462;2.808303;
89.032036;2.808108;
89.056572;2.807882;
89.081146;2.807712;
89.105690;2.807472;
89.130264;2.807248;
89.154800;2.807060;
89.179352;2.806815;
89.203888;2.806581;
89.228455;2.806341;
89.252998;2.806284;
89.277557;2.806033;
89.302116;2.805822;
89.326675;2.805636;
89.351227;2.805356;
89.375771;2.805185;
89.400345;2.805021;
89.424881;2.804842;
89.449455;2.804661;
89.473999;2.804422;
89.498573;2.804238;
89.523079;2.804118;
89.547661;2.803944;
89.572197;2.803766;
89.596756;2.803651;
89.621323;2.803426;
89.645866;2.803319;
89.670441;2.803098;
89.694962;2.802893;
89.719536;2.802775;
89.744080;2.802549;
89.768654;2.802433;
89.793190;2.802260;
89.817764;2.802095;
89.842308;2.801998;
89.866852;2.801848;
89.891388;2.801702;
89.915947;2.801450;
89.940521;2.801310;
89.965065;2.801109;
89.989639;2.800931;
90.014175;2.800859;
90.038734;2.800650;
90.063271;2.800476;
90.087845;2.800326;
90.112389;2.800127;
90.136963;2.799942;
90.161499;2.799845;
90.186066;2.799648;
90.210594;2.799449;
90.235146;2.799344;
90.259720;2.799087;
90.284256;2.798925;
90.308838;2.798745;
90.333374;2.798565;
90.357948;2.798411;
90.382469;2.798195;
90.407043;2.798073;
90.431580;2.797829;
90.456161;2.797591;
90.480698;2.797451;
90.505257;2.797242;
90.529808;2.797017;
90.554337;2.796869;
90.578918;2.796646;
90.603455;2.796495;
90.628029;2.796211;
90.652565;2.795996;
90.677147;2.795780;
90.701683;2.795601;
90.726242;2.795295;
90.750778;2.795155;
90.775345;2.794979;
90.799889;2.794695;
90.824448;2.794380;
90.849007;2.794180;
90.873566;2.793924;
90.898109;2.793613;
90.922646;2.793376;
90.947227;2.793124;
90.971764;2.792943;
90.996338;2.792664;
91.020874;2.792428;
91.045456;2.792197;
91.069969;2.791895;
91.094551;2.791653;
91.119087;2.791386;
91.143646;2.791147;
91.168213;2.790844;
91.192757;2.790631;
91.217331;2.790329;
91.241844;2.790086;
91.266418;2.789863;
91.290955;2.789500;
91.315536;2.789300;
91.340073;2.789080;
91.364647;2.788753;
91.389183;2.788539;
91.413734;2.788307;
91.438278;2.787956;
91.462837;2.787709;
91.487411;2.787534;
91.511955;2.787284;
91.536530;2.786968;
91.561066;2.786738;
