"Piezo Voltage (V)";"Fine In 1 (V)";
80.118996;2.606802;
80.158211;2.606296;
80.197418;2.605952;
80.236633;2.605575;
80.275833;2.605379;
80.315002;2.605061;
80.354218;2.604774;
80.393425;2.604638;
80.432640;2.604318;
80.471848;2.604078;
80.511063;2.603837;
80.550262;2.603607;
80.589439;2.603388;
80.628670;2.603204;
80.667854;2.602894;
80.707069;2.602718;
80.746277;2.602473;
80.785492;2.602196;
80.824692;2.601907;
80.863869;2.601671;
80.903076;2.601394;
80.942291;2.601248;
80.981499;2.600875;
81.020714;2.600544;
81.059921;2.600307;
81.099121;2.600049;
81.138298;2.599675;
81.177505;2.599357;
81.216721;2.599015;
81.255928;2.598575;
81.295143;2.598331;
81.334351;2.597949;
81.373566;2.597607;
81.412727;2.597213;
81.451935;2.596827;
81.491150;2.596354;
81.530357;2.595955;
81.569572;2.595535;
81.608780;2.595079;
81.647995;2.594618;
81.687157;2.594173;
81.726372;2.593705;
81.765579;2.593254;
81.804794;2.592799;
81.844002;2.592273;
81.883209;2.591789;
81.922424;2.591265;
81.961601;2.590838;
82.000801;2.590341;
82.040009;2.589785;
82.079224;2.589301;
82.118431;2.588773;
82.157646;2.588328;
82.196854;2.587788;
82.236031;2.587308;
82.275230;2.586808;
82.314438;2.586342;
82.353653;2.585833;
82.392860;2.585348;
82.432076;2.584884;
82.471283;2.584430;
82.510460;2.584017;
82.549683;2.583562;
82.588875;2.583064;
82.628082;2.582718;
82.667290;2.582254;
82.706505;2.581886;
82.745712;2.581476;
82.784889;2.581109;
82.824089;2.580649;
82.863304;2.580273;
82.902512;2.579913;
82.941727;2.579624;
82.980934;2.579304;
83.020149;2.578929;
83.059326;2.578631;
83.098518;2.578297;
83.137733;2.578090;
83.176941;2.577750;
83.216156;2.577475;
83.255363;2.577184;
83.294579;2.576838;
83.333748;2.576631;
83.372963;2.576388;
83.412163;2.576112;
83.451378;2.575918;
83.490585;2.575655;
83.529793;2.575422;
83.569008;2.575214;
83.608177;2.574933;
83.647392;2.574810;
83.686592;2.574498;
83.725807;2.574317;
83.765015;2.573952;
83.804230;2.573771;
83.843437;2.573478;
83.882614;2.573215;
83.921822;2.572965;
83.961021;2.572753;
84.000237;2.572451;
84.039444;2.572104;
84.078659;2.571839;
84.117867;2.571429;
84.157043;2.571144;
84.196251;2.570764;
84.235466;2.570461;
84.274666;2.570090;
84.313873;2.569706;
84.353088;2.569264;
84.392296;2.568793;
84.431473;2.568442;
84.470680;2.567995;
84.509895;2.567498;
84.549095;2.567105;
84.588310;2.566637;
84.627518;2.566107;
84.666733;2.565645;
84.705902;2.565188;
84.745110;2.564637;
84.784325;2.564171;
84.823524;2.563625;
84.862740;2.563108;
84.901947;2.562597;
84.941162;2.562059;
84.980347;2.561535;
85.019547;2.561068;
85.058754;2.560541;
85.097954;2.560038;
85.137169;2.559486;
85.176376;2.558990;
85.215591;2.558531;
85.254761;2.558039;
85.293976;2.557478;
85.333183;2.557060;
85.372398;2.556552;
85.411598;2.556107;
85.450813;2.555694;
