"Piezo Voltage (V)";"Fine In 1 (V)";
85.728088;2.912803;
85.752609;2.912680;
85.777115;2.912345;
85.801605;2.912004;
85.826103;2.911841;
85.850624;2.911554;
85.875114;2.911254;
85.899597;2.911099;
85.924103;2.910782;
85.948624;2.910506;
85.973106;2.910352;
85.997612;2.910032;
86.022133;2.909780;
86.046623;2.909654;
86.071106;2.909334;
86.095612;2.909193;
86.120132;2.908996;
86.144615;2.908737;
86.169121;2.908611;
86.193642;2.908438;
86.218132;2.908245;
86.242607;2.908051;
86.267136;2.907915;
86.291634;2.907772;
86.316124;2.907574;
86.340622;2.907419;
86.365150;2.907185;
86.389633;2.907140;
86.414116;2.906972;
86.438644;2.906808;
86.463142;2.906631;
86.487633;2.906508;
86.512131;2.906419;
86.536659;2.906310;
86.561142;2.906145;
86.585625;2.906040;
86.610153;2.905970;
86.634651;2.905811;
86.659134;2.905646;
86.683640;2.905564;
86.708160;2.905367;
86.732651;2.905333;
86.757133;2.905217;
86.781647;2.905051;
86.806160;2.904879;
86.830643;2.904812;
86.855148;2.904708;
86.879669;2.904553;
86.904160;2.904439;
86.928642;2.904262;
86.953156;2.904108;
86.977661;2.903956;
87.002151;2.903810;
87.026649;2.903584;
87.051178;2.903446;
87.075661;2.903387;
87.100136;2.903151;
87.124664;2.903021;
87.149170;2.902839;
87.173660;2.902660;
87.198158;2.902406;
87.222687;2.902179;
87.247169;2.902036;
87.271645;2.901842;
87.296173;2.901509;
87.320663;2.901234;
87.345169;2.901062;
87.369667;2.900864;
87.394188;2.900591;
87.418678;2.900332;
87.443153;2.900110;
87.467674;2.899818;
87.492165;2.899611;
87.516663;2.899196;
87.541183;2.898935;
87.565697;2.898613;
87.590187;2.898308;
87.614662;2.898028;
87.639183;2.897695;
87.663673;2.897444;
87.688171;2.897066;
87.712692;2.896751;
87.737206;2.896312;
87.761696;2.896070;
87.786163;2.895653;
87.810692;2.895276;
87.835175;2.894905;
87.859680;2.894506;
87.884193;2.894192;
87.908714;2.893704;
87.933189;2.893406;
87.957672;2.892969;
87.982201;2.892548;
88.006683;2.892236;
88.031189;2.891802;
88.055702;2.891376;
88.080223;2.890988;
88.104698;2.890530;
88.129181;2.890229;
88.153709;2.889716;
88.178192;2.889329;
88.202690;2.888838;
88.227219;2.888425;
88.251717;2.888000;
88.276207;2.887661;
88.300690;2.887178;
88.325211;2.886778;
88.349701;2.886328;
88.374199;2.885906;
88.398727;2.885471;
88.423225;2.885163;
88.447716;2.884739;
88.472198;2.884365;
88.496719;2.884009;
88.521210;2.883602;
88.545708;2.883166;
88.570229;2.882730;
88.594734;2.882280;
88.619217;2.882003;
88.643700;2.881551;
88.668228;2.881279;
88.692711;2.880930;
88.717216;2.880489;
88.741737;2.880200;
88.766235;2.879844;
88.790726;2.879537;
88.815208;2.879150;
88.839737;2.878807;
88.864220;2.878583;
88.888725;2.878216;
88.913246;2.877957;
88.937744;2.877650;
88.962234;2.877331;
88.986717;2.877053;
89.011238;2.876782;
89.035728;2.876398;
89.060226;2.876138;
89.084755;2.875938;
89.109245;2.875712;
89.133743;2.875366;
89.158226;2.875117;
89.182747;2.874844;
89.207237;2.874659;
89.231735;2.874446;
89.256264;2.874172;
89.280754;2.873976;
89.305252;2.873785;
89.329735;2.873598;
89.354256;2.873396;
89.378731;2.873193;
89.403244;2.872961;
89.427765;2.872774;
89.452255;2.872633;
89.476753;2.872399;
89.501244;2.872237;
89.525764;2.872061;
89.550240;2.871886;
89.574753;2.871655;
89.599274;2.871502;
89.623764;2.871352;
89.648262;2.871136;
89.672760;2.870982;
89.697273;2.870837;
89.721748;2.870642;
89.746254;2.870439;
89.770782;2.870188;
89.795258;2.870067;
89.819771;2.869939;
89.844261;2.869745;
89.868767;2.869608;
89.893257;2.869376;
89.917763;2.869214;
89.942291;2.868968;
89.966766;2.868726;
89.991280;2.868545;
90.015778;2.868348;
90.040276;2.868135;
90.064766;2.867919;
90.089272;2.867697;
90.113800;2.867526;
90.138275;2.867225;
90.162781;2.867002;
90.187279;2.866751;
90.211784;2.866467;
90.236267;2.866197;
90.260780;2.865942;
90.285294;2.865670;
90.309792;2.865425;
90.334290;2.865168;
90.358788;2.864774;
90.383301;2.864491;
90.407776;2.864169;
90.432289;2.863826;
90.456810;2.863519;
90.481300;2.863155;
90.505798;2.862827;
90.530296;2.862494;
90.554794;2.862022;
90.579285;2.861806;
90.603790;2.861332;
90.628319;2.860994;
90.652794;2.860633;
90.677307;2.860317;
90.701805;2.859902;
90.726303;2.859529;
90.750793;2.859127;
90.775299;2.858712;
90.799828;2.858275;
90.824303;2.857942;
90.848816;2.857572;
90.873314;2.857076;
90.897812;2.856665;
90.922295;2.856216;
90.946808;2.855854;
90.971321;2.855417;
90.995811;2.854946;
91.020317;2.854493;
91.044815;2.854065;
91.069321;2.853662;
91.093803;2.853209;
91.118317;2.852831;
91.142830;2.852415;
91.167320;2.851982;
91.191826;2.851587;
91.216324;2.851080;
91.240829;2.850722;
91.265312;2.850296;
91.289810;2.849831;
91.314339;2.849486;
91.338821;2.849029;
91.363335;2.848577;
91.387833;2.848170;
91.412331;2.847758;
91.436821;2.847389;
91.461319;2.847053;
91.485847;2.846634;
91.510330;2.846243;
91.534843;2.845959;
91.559341;2.845546;
91.583839;2.845181;
91.608330;2.844771;
91.632828;2.844415;
91.657356;2.844088;
91.681839;2.843833;
91.706337;2.843493;
91.730843;2.843180;
91.755348;2.842864;
91.779831;2.842477;
91.804337;2.842200;
91.828857;2.841861;
91.853348;2.841627;
91.877846;2.841353;
91.902351;2.841095;
91.926849;2.840739;
91.951340;2.840527;
91.975845;2.840204;
92.000366;2.839989;
92.024857;2.839765;
92.049355;2.839561;
92.073860;2.839256;
92.098358;2.839065;
92.122849;2.838920;
92.147346;2.838656;
92.171875;2.838526;
92.196358;2.838282;
92.220863;2.838042;
92.245369;2.837881;
92.269859;2.837687;
92.294357;2.837439;
92.318855;2.837291;
92.343384;2.837120;
92.367867;2.836916;
92.392372;2.836703;
92.416878;2.836576;
92.441368;2.836390;
92.465858;2.836179;
92.490372;2.836034;
92.514885;2.835831;
92.539375;2.835681;
92.563873;2.835486;
92.588371;2.835289;
92.612862;2.835205;
92.637367;2.834945;
92.661880;2.834736;
92.686394;2.834582;
92.710884;2.834437;
92.735382;2.834116;
92.759880;2.833949;
92.784370;2.833715;
92.808876;2.833423;
92.833405;2.833272;
92.857903;2.833101;
