"Piezo Voltage (V)";"Fine In 1 (V)";
77.018799;3.186366;
77.058014;3.185762;
77.097221;3.185254;
77.136436;3.184995;
77.175644;3.184670;
77.214844;3.184304;
77.254021;3.183935;
77.293228;3.183624;
77.332443;3.183278;
77.371651;3.182997;
77.410866;3.182744;
77.450073;3.182392;
77.489288;3.182017;
77.528473;3.181712;
77.567665;3.181342;
77.606873;3.180995;
77.646080;3.180617;
77.685295;3.180179;
77.724503;3.179766;
77.763718;3.179457;
77.802879;3.179079;
77.842094;3.178574;
77.881302;3.178069;
77.920517;3.177598;
77.959724;3.177296;
77.998932;3.176732;
78.038147;3.176248;
78.077309;3.175744;
78.116524;3.175258;
78.155731;3.174741;
78.194946;3.174209;
78.234154;3.173751;
78.273369;3.173172;
78.312576;3.172599;
78.351753;3.172083;
78.390953;3.171535;
78.430161;3.170930;
78.469376;3.170378;
78.508583;3.169825;
78.547798;3.169304;
78.587006;3.168786;
78.626183;3.168136;
78.665382;3.167614;
78.704597;3.167090;
78.743805;3.166480;
78.783020;3.165903;
78.822227;3.165458;
78.861435;3.164854;
78.900612;3.164290;
78.939812;3.163755;
78.979027;3.163292;
79.018234;3.162739;
79.057449;3.162250;
79.096657;3.161720;
79.135872;3.161252;
79.175041;3.160804;
79.214241;3.160394;
79.253456;3.159882;
79.292664;3.159449;
79.331879;3.159062;
79.371086;3.158624;
79.410301;3.158262;
79.449486;3.157836;
79.488686;3.157444;
79.527885;3.157137;
79.567101;3.156764;
79.606308;3.156399;
79.645515;3.156070;
79.684731;3.155713;
79.723900;3.155311;
79.763115;3.155053;
79.802315;3.154788;
79.841530;3.154496;
79.880737;3.154180;
79.919952;3.153850;
79.959160;3.153632;
79.998329;3.153365;
80.037544;3.153097;
80.076744;3.152786;
80.115959;3.152446;
80.155167;3.152179;
80.194382;3.151932;
80.233589;3.151634;
80.272766;3.151346;
80.311974;3.151050;
80.351189;3.150698;
80.390388;3.150378;
80.429596;3.150085;
80.468811;3.149778;
80.508018;3.149408;
80.547195;3.149065;
80.586403;3.148658;
80.625618;3.148291;
80.664818;3.147948;
80.704033;3.147545;
80.743240;3.147092;
80.782455;3.146722;
80.821625;3.146289;
80.860832;3.145825;
80.900047;3.145375;
80.939247;3.144919;
80.978462;3.144385;
81.017670;3.143917;
81.056885;3.143298;
81.096054;3.142840;
81.135269;3.142280;
81.174477;3.141767;
81.213676;3.141193;
81.252892;3.140613;
81.292099;3.140044;
81.331314;3.139538;
81.370491;3.138945;
81.409698;3.138426;
81.448906;3.137848;
81.488121;3.137225;
81.527321;3.136646;
81.566536;3.136125;
81.605743;3.135508;
81.644913;3.134986;
81.684128;3.134480;
81.723335;3.133876;
81.762550;3.133301;
81.801750;3.132778;
81.840965;3.132277;
81.880173;3.131748;
81.919350;3.131223;
81.958557;3.130708;
81.997772;3.130266;
82.036980;3.129730;
82.076180;3.129388;
82.115395;3.128921;
82.154602;3.128505;
82.193779;3.128092;
82.232986;3.127712;
82.272202;3.127278;
82.311409;3.126961;
82.350624;3.126580;
82.389824;3.126243;
82.429031;3.125914;
82.468216;3.125486;
82.507416;3.125248;
82.546631;3.124970;
82.585838;3.124671;
82.625053;3.124362;
82.664253;3.124146;
82.703468;3.123826;
82.742638;3.123626;
82.781853;3.123305;
82.821060;3.123013;
82.860268;3.122862;
82.899483;3.122616;
82.938683;3.122333;
82.977898;3.122044;
83.017067;3.121856;
83.056282;3.121638;
83.095490;3.121369;
83.134705;3.121090;
83.173912;3.120832;
83.213127;3.120525;
83.252327;3.120264;
83.291496;3.119961;
83.330711;3.119611;
83.369919;3.119252;
83.409134;3.118924;
83.448341;3.118523;
83.487556;3.118184;
83.526756;3.117832;
83.565933;3.117447;
83.605141;3.117045;
83.644348;3.116565;
83.683563;3.116210;
83.722771;3.115698;
83.761986;3.115216;
83.801186;3.114726;
83.840363;3.114261;
83.879570;3.113729;
83.918785;3.113253;
83.957993;3.112733;
83.997208;3.112188;
84.036415;3.111696;
84.075615;3.111111;
84.114792;3.110583;
84.153999;3.110044;
84.193214;3.109480;
84.232422;3.108943;
84.271637;3.108371;
84.310844;3.107734;
84.350060;3.107177;
84.389236;3.106657;
84.428436;3.106129;
84.467644;3.105619;
84.506851;3.105071;
84.546066;3.104579;
84.585274;3.104064;
84.624489;3.103584;
84.663651;3.103043;
84.702866;3.102569;
84.742073;3.102129;
84.781288;3.101660;
84.820496;3.101146;
84.859703;3.100797;
84.898918;3.100373;
84.938080;3.099988;
84.977295;3.099605;
85.016502;3.099241;
85.055717;3.098897;
85.094925;3.098525;
85.134140;3.098188;
85.173347;3.097821;
85.212524;3.097498;
85.251724;3.097253;
85.290932;3.096954;
85.330147;3.096660;
85.369354;3.096385;
85.408569;3.096186;
85.447777;3.095963;
85.486954;3.095701;
85.526154;3.095570;
85.565369;3.095266;
85.604576;3.095107;
85.643784;3.094855;
85.682999;3.094690;
85.722206;3.094398;
85.761383;3.094222;
85.800583;3.093875;
85.839798;3.093638;
85.879005;3.093414;
85.918221;3.093122;
85.957428;3.092818;
85.996643;3.092589;
86.035812;3.092221;
86.075012;3.091915;
86.114227;3.091601;
86.153435;3.091184;
86.192650;3.090833;
86.231857;3.090383;
86.271072;3.089876;
86.310257;3.089479;
86.349457;3.088924;
86.388657;3.088537;
86.427872;3.087999;
86.467079;3.087400;
86.506287;3.086859;
86.545502;3.086274;
86.584671;3.085730;
86.623886;3.085053;
86.663086;3.084564;
86.702301;3.083876;
86.741508;3.083281;
86.780724;3.082554;
86.819931;3.081891;
86.859100;3.081212;
86.898315;3.080480;
86.937515;3.079828;
86.976730;3.079149;
87.015938;3.078457;
87.055153;3.077678;
87.094322;3.077050;
87.133537;3.076280;
87.172745;3.075531;
87.211960;3.074912;
87.251160;3.074219;
87.290367;3.073483;
87.329582;3.072776;
87.368752;3.072102;
87.407967;3.071438;
87.447174;3.070823;
87.486389;3.070146;
87.525589;3.069486;
87.564804;3.068870;
87.604012;3.068247;
87.643211;3.067677;
87.682396;3.067134;
87.721603;3.066452;
87.760818;3.065843;
87.800018;3.065239;
87.839233;3.064741;
87.878441;3.064251;
87.917618;3.063668;
87.956825;3.063187;
87.996040;3.062597;
88.035248;3.062125;
88.074448;3.061703;
88.113663;3.061231;
88.152870;3.060831;
88.192047;3.060326;
88.231270;3.059916;
88.270470;3.059492;
88.309677;3.059059;
88.348892;3.058617;
88.388092;3.058125;
88.427307;3.057668;
88.466476;3.057239;
88.505684;3.056825;
88.544899;3.056418;
88.584106;3.055965;
88.623322;3.055552;
88.662521;3.055169;
88.701736;3.054687;
88.740906;3.054240;
88.780121;3.053829;
88.819328;3.053308;
88.858543;3.052796;
88.897751;3.052256;
88.936951;3.051747;
88.976166;3.051242;
89.015335;3.050798;
89.054550;3.050163;
89.093758;3.049677;
89.132973;3.049142;
89.172180;3.048516;
89.211395;3.047972;
89.250595;3.047318;
89.289764;3.046742;
89.328979;3.046151;
89.368187;3.045521;
89.407402;3.044970;
89.446609;3.044315;
89.485825;3.043646;
89.525024;3.043092;
89.564217;3.042496;
89.603409;3.041882;
89.642624;3.041291;
89.681831;3.040743;
89.721039;3.040208;
89.760254;3.039659;
89.799454;3.039091;
89.838631;3.038500;
89.877838;3.038059;
89.917053;3.037525;
89.956261;3.037008;
89.995476;3.036659;
90.034683;3.036216;
90.073883;3.035779;
90.113060;3.035361;
90.152290;3.034940;
90.191483;3.034593;
90.230690;3.034254;
90.269905;3.033958;
90.309113;3.033666;
90.348328;3.033494;
90.387497;3.033155;
90.426712;3.032970;
90.465912;3.032791;
90.505119;3.032574;
90.544334;3.032432;
90.583542;3.032305;
90.622757;3.032078;
90.661934;3.031951;
90.701141;3.031889;
90.740341;3.031834;
90.779556;3.031752;
90.818764;3.031726;
90.857979;3.031569;
90.897186;3.031552;
90.936356;3.031514;
90.975571;3.031444;
91.014771;3.031340;
91.053986;3.031262;
91.093193;3.031319;
91.132408;3.031224;
91.171616;3.031129;
91.210793;3.031044;
91.250000;3.030870;
91.289200;3.030804;
91.328415;3.030703;
91.367622;3.030613;
91.406837;3.030383;
91.446045;3.030204;
91.485222;3.030047;
91.524429;3.029805;
91.563644;3.029692;
91.602844;3.029381;
91.642059;3.029021;
91.681267;3.028784;
91.720474;3.028476;
91.759651;3.028232;
91.798859;3.027778;
91.838074;3.027371;
91.877274;3.026963;
91.916489;3.026614;
91.955696;3.026177;
91.994911;3.025745;
92.034081;3.025260;
92.073311;3.024840;
92.112503;3.024468;
92.151703;3.023902;
92.190918;3.023381;
92.230125;3.022969;
92.269341;3.022404;
92.308510;3.021905;
92.347725;3.021445;
92.386932;3.020916;
92.426147;3.020428;
92.465347;3.019967;
92.504555;3.019536;
92.543770;3.019097;
92.582954;3.018670;
92.622154;3.018171;
92.661362;3.017664;
92.700577;3.017311;
92.739777;3.016937;
92.778992;3.016572;
92.818199;3.016164;
92.857376;3.015798;
92.896584;3.015383;
92.935791;3.015082;
92.975006;3.014742;
93.014206;3.014403;
93.053421;3.014069;
93.092628;3.013803;
93.131805;3.013550;
93.171013;3.013274;
93.210228;3.012994;
93.249435;3.012829;
93.288651;3.012410;
93.327850;3.012113;
93.367058;3.011834;
93.406235;3.011562;
93.445442;3.011302;
93.484657;3.011096;
93.523865;3.010772;
93.563080;3.010533;
93.602280;3.010163;
93.641495;3.009831;
93.680664;3.009573;
93.719872;3.009278;
93.759087;3.008885;
93.798294;3.008562;
93.837509;3.008153;
93.876709;3.007699;
93.915924;3.007290;
93.955093;3.006848;
93.994316;3.006416;
94.033516;3.005972;
94.072731;3.005454;
94.111938;3.004906;
94.151138;3.004405;
94.190353;3.003851;
94.229523;3.003332;
94.268738;3.002684;
94.307945;3.002074;
94.347160;3.001490;
94.386368;3.000879;
94.425583;3.000229;
94.464783;2.999466;
94.503983;2.998917;
94.543167;2.998209;
94.582375;2.997546;
94.621590;2.996842;
94.660797;2.996172;
94.700012;2.995529;
94.739212;2.994840;
94.778389;2.994053;
94.817596;2.993509;
94.856812;2.992747;
94.896019;2.992166;
94.935226;2.991475;
94.974442;2.990829;
95.013641;2.990261;
95.052818;2.989611;
95.092033;2.988986;
95.131241;2.988400;
95.170448;2.987877;
95.209663;2.987335;
95.248871;2.986773;
95.288086;2.986262;
95.327248;2.985831;
95.366455;2.985270;
95.405670;2.984845;
95.444878;2.984349;
95.484093;2.983859;
95.523300;2.983552;
95.562515;2.983055;
95.601677;2.982633;
95.640892;2.982308;
95.680099;2.981925;
95.719307;2.981462;
95.758522;2.981088;
95.797729;2.980769;
95.836945;2.980370;
95.876106;2.980074;
95.915321;2.979612;
95.954529;2.979187;
95.993744;2.978787;
96.032951;2.978411;
96.072166;2.978034;
96.111374;2.977571;
96.150536;2.977108;
96.189751;2.976663;
96.228958;2.976245;
96.268173;2.975679;
96.307381;2.975229;
96.346596;2.974726;
96.385803;2.974171;
96.424995;2.973537;
96.464180;2.972947;
96.503395;2.972355;
96.542603;2.971736;
96.581810;2.971016;
96.621025;2.970343;
96.660233;2.969598;
96.699409;2.968865;
96.738609;2.968163;
96.777824;2.967393;
96.817032;2.966502;
96.856247;2.965671;
96.895454;2.964823;
96.941574;2.964021;
96.973839;2.963171;
97.013062;2.962240;
97.052254;2.961399;
97.091461;2.960451;
97.130676;2.959576;
97.169884;2.958679;
97.209099;2.957736;
97.248268;2.956881;
97.287483;2.955985;
97.326683;2.955057;
97.365891;2.954127;
97.405106;2.953243;
97.444313;2.952439;
97.483528;2.951492;
97.522697;2.950652;
97.561913;2.949822;
97.601112;2.949045;
97.640327;2.948180;
