"Piezo Voltage (V)";"Fine In 1 (V)";
77.018684;3.209019;
77.057922;3.208451;
77.097107;3.207912;
77.136322;3.207454;
77.175529;3.206971;
77.214729;3.206445;
77.253944;3.205971;
77.293114;3.205482;
77.332329;3.204934;
77.371536;3.204392;
77.410751;3.203946;
77.449959;3.203466;
77.489174;3.202961;
77.528374;3.202455;
77.567551;3.201943;
77.606758;3.201420;
77.645973;3.200917;
77.685181;3.200427;
77.724388;3.199976;
77.763603;3.199489;
77.802803;3.199008;
77.841980;3.198553;
77.881187;3.198143;
77.920403;3.197635;
77.959610;3.197318;
77.998817;3.196795;
78.038033;3.196388;
78.077232;3.196002;
78.116409;3.195599;
78.155617;3.195159;
78.194832;3.194829;
78.234039;3.194389;
78.273254;3.194087;
78.312462;3.193743;
78.351677;3.193433;
78.390854;3.193059;
78.430046;3.192758;
78.469261;3.192406;
78.508469;3.192044;
78.547684;3.191793;
78.586891;3.191494;
78.626106;3.191200;
78.665268;3.190826;
78.704483;3.190608;
78.743690;3.190396;
78.782906;3.190089;
78.822113;3.189758;
78.861320;3.189433;
78.900536;3.189207;
78.939697;3.188818;
78.978935;3.188560;
79.018120;3.188287;
79.057335;3.188031;
79.096542;3.187688;
79.135757;3.187366;
79.174965;3.187006;
79.214127;3.186654;
79.253342;3.186318;
79.292549;3.185983;
79.331764;3.185578;
79.370972;3.185304;
79.410187;3.184847;
79.449394;3.184360;
79.488571;3.183992;
79.527771;3.183593;
79.566986;3.183099;
79.606194;3.182738;
79.645401;3.182232;
79.684616;3.181794;
79.723824;3.181282;
79.763000;3.180911;
79.802200;3.180345;
79.841415;3.179815;
79.880623;3.179328;
79.919838;3.178803;
79.959045;3.178270;
79.998260;3.177734;
80.037430;3.177163;
80.076630;3.176565;
80.115845;3.175943;
80.155052;3.175551;
80.194267;3.174897;
80.233475;3.174350;
80.272690;3.173731;
80.311867;3.173198;
80.351074;3.172652;
80.390274;3.172134;
80.429482;3.171560;
80.468697;3.171068;
80.507904;3.170489;
80.547119;3.169945;
80.586288;3.169459;
80.625504;3.168877;
80.664703;3.168364;
80.703918;3.167815;
80.743126;3.167390;
80.782341;3.166870;
80.821548;3.166370;
80.860718;3.165964;
80.899948;3.165466;
80.939133;3.165089;
80.978348;3.164613;
81.017555;3.164248;
81.056770;3.163738;
