"Piezo Voltage (V)";"Fine In 1 (V)";
77.018860;2.961416;
77.058052;2.960695;
77.097260;2.960253;
77.136475;2.960018;
77.175682;2.959792;
77.214882;2.959512;
77.254059;2.959321;
77.293266;2.959101;
77.332481;2.958863;
77.371689;2.958628;
77.410904;2.958436;
77.450111;2.958165;
77.489326;2.957898;
77.528488;2.957675;
77.567703;2.957409;
77.606911;2.957161;
77.646118;2.956894;
77.685333;2.956583;
77.724541;2.956261;
77.763756;2.955974;
77.802917;2.955710;
77.842133;2.955359;
77.881340;2.954975;
77.920555;2.954532;
77.959763;2.954189;
77.998970;2.953846;
78.038185;2.953463;
78.077347;2.953058;
78.116562;2.952638;
78.155769;2.952188;
78.194984;2.951808;
78.234192;2.951235;
78.273407;2.950905;
78.312614;2.950425;
78.351807;2.949891;
78.390991;2.949436;
78.430199;2.948878;
78.469414;2.948390;
78.508621;2.947923;
78.547836;2.947407;
78.587044;2.946887;
78.626221;2.946342;
78.665421;2.945760;
78.704636;2.945283;
78.743843;2.944752;
78.783051;2.944312;
78.822266;2.943724;
78.861473;2.943264;
78.900650;2.942754;
78.939873;2.942247;
78.979065;2.941664;
79.018272;2.941223;
79.057487;2.940763;
79.096695;2.940272;
79.135910;2.939802;
79.175079;2.939367;
79.214279;2.938906;
79.253494;2.938459;
79.292702;2.938056;
79.331917;2.937664;
79.371124;2.937296;
79.410339;2.936905;
79.449509;2.936534;
79.488724;2.936136;
79.527924;2.935792;
79.567139;2.935463;
79.606346;2.935159;
79.645554;2.934866;
79.684769;2.934576;
79.723938;2.934299;
79.763153;2.933985;
79.802353;2.933766;
79.841568;2.933475;
79.880775;2.933215;
79.919991;2.932986;
79.959198;2.932815;
79.998367;2.932562;
80.037582;2.932312;
80.076782;2.932129;
80.115997;2.931878;
80.155205;2.931657;
80.194420;2.931437;
80.233627;2.931208;
80.272812;2.930969;
80.312012;2.930717;
80.351227;2.930492;
80.390427;2.930220;
80.429634;2.929935;
80.468849;2.929700;
80.508057;2.929385;
80.547234;2.929094;
80.586441;2.928789;
80.625656;2.928445;
80.664856;2.928179;
80.704071;2.927722;
80.743279;2.927464;
80.782494;2.927107;
80.821663;2.926657;
80.860886;2.926301;
80.900085;2.925863;
80.939285;2.925529;
80.978500;2.924975;
81.017708;2.924426;
81.056923;2.924016;
81.096092;2.923490;
81.135307;2.922985;
81.174515;2.922471;
81.213715;2.921958;
81.252930;2.921392;
81.292137;2.920874;
81.331352;2.920319;
81.370529;2.919734;
81.409737;2.919167;
81.448944;2.918597;
81.488159;2.918034;
81.527359;2.917442;
81.566574;2.916877;
81.605782;2.916332;
81.644951;2.915747;
81.684166;2.915198;
81.723373;2.914580;
81.762589;2.914032;
81.801788;2.913388;
81.841003;2.912929;
81.880211;2.912397;
81.919388;2.911797;
81.958595;2.911268;
81.997810;2.910780;
82.037018;2.910213;
82.076218;2.909781;
82.115433;2.909191;
82.154640;2.908705;
82.193825;2.908301;
82.233025;2.907791;
82.272240;2.907377;
82.311447;2.906955;
82.350662;2.906513;
82.389862;2.906130;
82.429070;2.905654;
82.468246;2.905336;
82.507454;2.904950;
