"Piezo Voltage (V)";"Fine In 1 (V)";
77.018860;2.935340;
77.058052;2.934671;
77.097260;2.934217;
77.136475;2.933930;
77.175682;2.933667;
77.214882;2.933364;
77.254059;2.933091;
77.293266;2.932875;
77.332481;2.932654;
77.371689;2.932439;
77.410904;2.932227;
77.450111;2.931892;
77.489326;2.931669;
77.528488;2.931517;
77.567703;2.931390;
77.606911;2.931204;
77.646118;2.931134;
77.685333;2.930924;
77.724541;2.930728;
77.763756;2.930541;
77.802917;2.930381;
77.842133;2.930269;
77.881340;2.930174;
77.920555;2.930026;
77.959763;2.929912;
77.998970;2.929736;
78.038185;2.929580;
78.077347;2.929457;
78.116562;2.929316;
78.155769;2.929220;
78.194984;2.929027;
78.234192;2.928911;
78.273407;2.928762;
78.312614;2.928630;
78.351807;2.928385;
78.390991;2.928260;
78.430199;2.927997;
78.469414;2.927766;
78.508621;2.927553;
78.547836;2.927388;
78.587044;2.927182;
78.626221;2.926869;
78.665421;2.926584;
78.704636;2.926262;
78.743843;2.925991;
78.783051;2.925740;
78.822266;2.925371;
78.861473;2.925040;
78.900650;2.924632;
78.939873;2.924268;
78.979065;2.923897;
79.018272;2.923489;
79.057487;2.923093;
79.096695;2.922629;
79.135910;2.922186;
79.175079;2.921812;
79.214279;2.921360;
79.253494;2.920892;
79.292702;2.920450;
79.331917;2.919972;
79.371124;2.919482;
79.410339;2.919087;
79.449509;2.918630;
79.488724;2.918097;
79.527924;2.917704;
79.567139;2.917189;
79.606346;2.916711;
79.645554;2.916305;
79.684769;2.915848;
79.723938;2.915368;
79.763153;2.914930;
79.802353;2.914506;
79.841568;2.914141;
79.880775;2.913673;
79.919991;2.913276;
79.959198;2.912859;
79.998367;2.912529;
80.037582;2.912153;
80.076782;2.911821;
80.115997;2.911497;
80.155205;2.911209;
80.194420;2.910873;
80.233627;2.910576;
80.272812;2.910227;
80.312012;2.909960;
80.351227;2.909730;
80.390427;2.909488;
80.429634;2.909267;
80.468849;2.909046;
80.508057;2.908847;
80.547234;2.908661;
80.586441;2.908489;
80.625656;2.908236;
80.664856;2.908138;
