"Piezo Voltage (V)";"Fine In 1 (V)";
77.018875;2.945966;
77.058052;2.945202;
77.097275;2.944792;
77.136475;2.944496;
77.175682;2.944279;
77.214882;2.943954;
77.254097;2.943740;
77.293304;2.943515;
77.332481;2.943103;
77.371689;2.942852;
77.410904;2.942680;
77.450111;2.942258;
77.489326;2.942006;
77.528526;2.941678;
77.567734;2.941291;
77.606911;2.940867;
77.646118;2.940613;
77.685333;2.940204;
77.724541;2.939892;
77.763756;2.939467;
77.802956;2.939005;
77.842171;2.938573;
77.881340;2.938245;
77.920555;2.937802;
77.959763;2.937382;
77.998970;2.936865;
78.038185;2.936475;
78.077385;2.936028;
78.116600;2.935623;
78.155769;2.935123;
78.194984;2.934717;
78.234192;2.934230;
78.273407;2.933743;
78.312614;2.933208;
78.351830;2.932839;
78.391029;2.932337;
78.430206;2.931836;
78.469414;2.931439;
78.508621;2.930915;
78.547836;2.930568;
78.587044;2.930198;
78.626259;2.929694;
78.665459;2.929248;
78.704636;2.928857;
78.743843;2.928461;
78.783051;2.927978;
78.822266;2.927588;
78.861473;2.927322;
78.900688;2.926950;
78.939888;2.926561;
78.979065;2.926289;
79.018295;2.925977;
79.057487;2.925549;
79.096695;2.925351;
79.135910;2.924996;
79.175117;2.924859;
79.214317;2.924510;
79.253494;2.924273;
79.292702;2.924005;
79.331917;2.923693;
79.371124;2.923598;
79.410339;2.923314;
79.449547;2.923110;
79.488762;2.922963;
79.527939;2.922698;
79.567139;2.922568;
79.606346;2.922463;
79.645554;2.922218;
79.684769;2.922069;
79.723976;2.921874;
79.763191;2.921708;
79.802353;2.921580;
79.841568;2.921377;
79.880775;2.921220;
79.919991;2.921012;
79.959198;2.920882;
79.998405;2.920664;
80.037621;2.920475;
80.076782;2.920299;
80.115997;2.920085;
80.155205;2.919798;
80.194420;2.919611;
80.233627;2.919400;
80.272842;2.919085;
80.312050;2.918823;
80.351234;2.918507;
80.390427;2.918236;
80.429634;2.917913;
80.468849;2.917605;
80.508057;2.917211;
80.547272;2.916897;
80.586479;2.916487;
80.625656;2.916106;
80.664856;2.915735;
80.704071;2.915298;
80.743279;2.914937;
80.782494;2.914449;
80.821701;2.913981;
80.860909;2.913550;
80.900085;2.913092;
80.939308;2.912670;
80.978500;2.912103;
81.017708;2.911622;
81.056923;2.911100;
81.096130;2.910614;
81.135345;2.910106;
81.174515;2.909616;
81.213715;2.909067;
81.252930;2.908612;
81.292137;2.908160;
81.331352;2.907650;
81.370560;2.907221;
81.409775;2.906665;
81.448959;2.906222;
81.488159;2.905730;
81.527359;2.905171;
81.566574;2.904801;
81.605782;2.904377;
81.644989;2.903933;
81.684204;2.903527;
81.723373;2.903108;
81.762589;2.902704;
81.801788;2.902305;
81.841003;2.901966;
81.880211;2.901634;
81.919426;2.901321;
81.958633;2.901004;
81.997810;2.900659;
82.037018;2.900307;
82.076218;2.900061;
82.115433;2.899808;
82.154640;2.899562;
82.193855;2.899325;
82.233063;2.899166;
82.272240;2.898901;
82.311447;2.898734;
82.350662;2.898539;
82.389862;2.898307;
82.429070;2.898106;
82.468285;2.897931;
82.507492;2.897820;
82.546669;2.897603;
82.585876;2.897475;
82.625092;2.897247;
82.664291;2.897119;
82.703506;2.896984;
82.742714;2.896732;
82.781929;2.896569;
82.821098;2.896383;
